date,building,source,consumption_kwh,cost_usd
2024-04-07,Building B,Grid,440.94,60.59
2024-04-07,Building C,Solar,204.47,27.87
2024-04-07,Building D,Wind,252.53,20.6
2024-04-07,Building A,Grid,383.01,36.32
2024-04-07,Building B,Wind,296.96,36.71
2024-04-07,Building C,Grid,362.78,45.99
2024-04-07,Building D,Diesel,312.35,39.5
2024-04-08,Building A,Solar,164.96,13.89
2024-04-08,Building B,Grid,405.13,49.94
2024-04-08,Building C,Solar,259.23,37.89
2024-04-08,Building D,Solar,224.89,22.26
2024-04-08,Building A,Wind,438.93,35.7
2024-04-08,Building B,Diesel,154.03,16.43
2024-04-08,Building C,Solar,456.74,52.03
2024-04-08,Building D,Solar,133.89,15.4
2024-04-08,Building A,Diesel,302.31,39.26
2024-04-08,Building B,Solar,161.33,18.89
2024-04-08,Building C,Wind,270.47,35.73
2024-04-08,Building D,Solar,206.05,21.56
2024-04-08,Building A,Wind,156.29,23.21
2024-04-08,Building B,Wind,415.35,51.42
2024-04-08,Building C,Diesel,450.68,61.76
2024-04-08,Building D,Solar,474.86,69.54
2024-04-09,Building A,Grid,118.27,16.89
2024-04-09,Building B,Grid,89.51,9.56
2024-04-09,Building C,Grid,237.8,28.56
2024-04-09,Building D,Diesel,486.74,69.94
2024-04-09,Building A,Wind,252.13,22.5
2024-04-09,Building B,Grid,311.46,39.83
2024-04-09,Building C,Grid,438.16,44.53
2024-04-09,Building D,Grid,243.53,34.98
2024-04-09,Building A,Grid,345.3,41.28
2024-04-09,Building B,Grid,192.87,22.95
2024-04-09,Building C,Solar,132.86,18.44
2024-04-09,Building D,Grid,377.19,50.39
2024-04-09,Building A,Diesel,482.54,48.85
2024-04-09,Building B,Wind,118.38,11.03
2024-04-09,Building C,Grid,133.14,17.76
2024-04-09,Building D,Wind,322.52,39.63
2024-04-10,Building A,Grid,153.91,12.59
2024-04-10,Building B,Solar,359.66,40.77
2024-04-10,Building C,Diesel,370.41,39.33
2024-04-10,Building D,Diesel,271.15,24.3
2024-04-10,Building A,Grid,151.82,16.49
2024-04-10,Building B,Solar,466.45,68.34
2024-04-10,Building C,Grid,384.06,57.29
2024-04-10,Building D,Grid,79.76,11.56
2024-04-10,Building A,Diesel,440.21,50.31
2024-04-10,Building B,Wind,440.05,62.54
2024-04-10,Building C,Diesel,232.19,19.26
2024-04-10,Building D,Diesel,374.09,40.25
2024-04-10,Building A,Solar,284.29,31.73
2024-04-10,Building B,Solar,445.0,43.25
2024-04-10,Building C,Diesel,492.72,40.77
2024-04-10,Building D,Diesel,282.26,35.04
2024-04-11,Building A,Solar,135.43,15.0
2024-04-11,Building B,Wind,398.15,39.82
2024-04-11,Building C,Grid,240.11,29.51
2024-04-11,Building D,Solar,360.48,51.64
2024-04-11,Building A,Diesel,423.45,47.27
2024-04-11,Building B,Solar,130.9,15.84
2024-04-11,Building C,Grid,226.88,23.29
2024-04-11,Building D,Solar,130.5,15.83
2024-04-11,Building A,Grid,447.15,38.59
2024-04-11,Building B,Wind,361.27,51.84
2024-04-11,Building C,Grid,373.27,33.09
2024-04-11,Building D,Solar,367.8,45.75
2024-04-11,Building A,Solar,285.72,30.54
2024-04-11,Building B,Grid,220.41,23.51
2024-04-11,Building C,Grid,460.51,55.07
2024-04-11,Building D,Grid,122.96,11.08
2024-04-12,Building A,Solar,238.81,24.28
2024-04-12,Building B,Diesel,179.95,16.67
2024-04-12,Building C,Grid,482.2,38.7
2024-04-12,Building D,Wind,55.49,6.37
2024-04-12,Building A,Diesel,294.58,23.68
2024-04-12,Building B,Diesel,157.05,19.04
2024-04-12,Building C,Diesel,254.18,28.2
2024-04-12,Building D,Solar,160.12,18.94
2024-04-12,Building A,Grid,72.01,6.51
2024-04-12,Building B,Wind,66.52,9.3
2024-04-12,Building C,Wind,199.0,17.14
2024-04-12,Building D,Solar,237.63,21.98
2024-04-12,Building A,Wind,324.99,41.73
2024-04-12,Building B,Grid,484.83,64.22
2024-04-12,Building C,Wind,469.17,40.59
2024-04-12,Building D,Wind,195.27,27.89
2024-04-13,Building A,Solar,391.3,54.4
2024-04-13,Building B,Solar,181.77,16.25
2024-04-13,Building C,Wind,198.14,21.59
2024-04-13,Building D,Grid,363.12,44.61
2024-04-13,Building A,Solar,307.12,45.62
2024-04-13,Building B,Solar,267.65,34.31
2024-04-13,Building C,Wind,242.17,33.75
2024-04-13,Building D,Wind,286.43,42.86
2024-04-13,Building A,Wind,467.2,57.47
2024-04-13,Building B,Diesel,283.87,35.27
2024-04-13,Building C,Diesel,413.59,58.67
2024-04-13,Building D,Grid,368.86,54.79
2024-04-13,Building A,Solar,103.19,11.61
2024-04-13,Building B,Solar,381.86,36.09
2024-04-13,Building C,Diesel,236.32,24.43
2024-04-13,Building D,Grid,55.08,5.18
2024-04-14,Building A,Wind,164.49,13.94
2024-04-14,Building B,Wind,278.01,28.54
2024-04-14,Building C,Solar,101.23,10.46
2024-04-14,Building D,Diesel,375.98,46.29
2024-04-14,Building A,Solar,424.42,39.72
2024-04-14,Building B,Wind,465.03,52.8
2024-04-14,Building C,Diesel,408.76,51.17
2024-04-14,Building D,Diesel,119.92,13.46
2024-04-14,Building A,Wind,258.11,35.36
2024-04-14,Building B,Solar,425.8,42.99
2024-04-14,Building C,Wind,299.83,24.38
2024-04-14,Building D,Wind,409.79,58.26
2024-04-14,Building A,Wind,79.8,7.22
2024-04-14,Building B,Solar,202.62,21.53
2024-04-14,Building C,Grid,306.94,32.93
2024-04-14,Building D,Solar,439.07,58.22
2024-04-15,Building A,Wind,369.43,36.58
2024-04-15,Building B,Solar,273.67,26.45
2024-04-15,Building C,Diesel,423.26,42.83
2024-04-15,Building D,Wind,128.76,13.67
2024-04-15,Building A,Solar,400.01,57.58
2024-04-15,Building B,Diesel,277.7,37.75
2024-04-15,Building C,Grid,135.6,19.62
2024-04-15,Building D,Wind,398.99,35.92
2024-04-15,Building A,Solar,419.96,61.17
2024-04-15,Building B,Grid,142.33,11.75
2024-04-15,Building C,Diesel,371.15,43.26
2024-04-15,Building D,Solar,189.94,15.78
2024-04-15,Building A,Solar,199.98,28.45
2024-04-15,Building B,Solar,284.26,35.85
2024-04-15,Building C,Wind,60.12,8.0
2024-04-15,Building D,Grid,194.4,18.17
2024-04-16,Building A,Wind,289.52,38.82
2024-04-16,Building B,Solar,172.69,15.72
2024-04-16,Building C,Solar,56.87,7.03
2024-04-16,Building D,Solar,142.96,14.94
2024-04-16,Building A,Wind,171.97,25.11
2024-04-16,Building B,Wind,308.34,28.36
2024-04-16,Building C,Wind,325.97,33.81
2024-04-16,Building D,Diesel,72.83,5.97
2024-04-16,Building A,Solar,97.67,8.18
2024-04-16,Building B,Diesel,226.36,29.27
2024-04-16,Building C,Diesel,327.34,33.35
2024-04-16,Building D,Grid,370.8,47.08
2024-04-16,Building A,Solar,488.16,64.88
2024-04-16,Building B,Diesel,305.51,26.43
2024-04-16,Building C,Diesel,93.77,9.54
2024-04-16,Building D,Diesel,261.75,38.3
2024-04-17,Building A,Grid,437.49,53.89
2024-04-17,Building B,Wind,226.43,29.2
2024-04-17,Building C,Wind,404.95,57.41
2024-04-17,Building D,Diesel,269.38,22.78
2024-04-17,Building A,Solar,208.15,23.37
2024-04-17,Building B,Grid,177.02,18.48
2024-04-17,Building C,Grid,278.58,30.2
2024-04-17,Building D,Solar,196.64,24.67
2024-04-17,Building A,Wind,289.74,31.31
2024-04-17,Building B,Diesel,157.36,15.27
2024-04-17,Building C,Grid,488.25,52.18
2024-04-17,Building D,Wind,143.71,18.48
2024-04-17,Building A,Diesel,402.94,44.51
2024-04-17,Building B,Wind,295.04,28.48
2024-04-17,Building C,Solar,382.72,49.69
2024-04-17,Building D,Diesel,101.45,12.35
2024-04-18,Building A,Wind,299.79,41.23
2024-04-18,Building B,Grid,188.62,20.45
2024-04-18,Building C,Solar,358.48,43.64
2024-04-18,Building D,Diesel,197.33,24.7
2024-04-18,Building A,Solar,90.74,12.45
2024-04-18,Building B,Solar,390.68,49.33
2024-04-18,Building C,Diesel,289.07,31.02
2024-04-18,Building D,Diesel,138.05,17.63
2024-04-18,Building A,Wind,184.88,25.07
2024-04-18,Building B,Wind,463.33,67.45
2024-04-18,Building C,Wind,495.63,59.87
2024-04-18,Building D,Diesel,431.44,60.26
2024-04-18,Building A,Solar,216.15,25.6
2024-04-18,Building B,Solar,50.38,6.01
2024-04-18,Building C,Wind,99.36,9.91
2024-04-18,Building D,Solar,155.86,20.13
2024-04-19,Building A,Diesel,331.35,43.02
2024-04-19,Building B,Diesel,221.7,26.2
2024-04-19,Building C,Grid,263.69,24.57
2024-04-19,Building D,Diesel,429.5,45.19
2024-04-19,Building A,Diesel,119.42,17.89
2024-04-19,Building B,Grid,110.42,9.39
2024-04-19,Building C,Solar,114.8,16.29
2024-04-19,Building D,Diesel,488.74,43.74
2024-04-19,Building A,Grid,339.01,36.99
2024-04-19,Building B,Diesel,452.11,58.18
2024-04-19,Building C,Diesel,330.46,36.95
2024-04-19,Building D,Diesel,298.42,33.27
2024-04-19,Building A,Wind,151.58,16.63
2024-04-19,Building B,Solar,310.07,43.19
2024-04-19,Building C,Grid,370.46,36.62
2024-04-19,Building D,Wind,65.06,5.38
2024-04-20,Building A,Diesel,367.2,32.28
2024-04-20,Building B,Diesel,482.78,41.33
2024-04-20,Building C,Wind,259.22,22.16
2024-04-20,Building D,Solar,160.35,19.91
2024-04-20,Building A,Solar,357.83,42.13
2024-04-20,Building B,Wind,325.87,46.68
2024-04-20,Building C,Solar,260.99,30.25
2024-04-20,Building D,Diesel,308.28,31.82
2024-04-20,Building A,Wind,482.26,65.53
2024-04-20,Building B,Wind,125.38,16.13
2024-04-20,Building C,Wind,377.14,45.05
2024-04-20,Building D,Solar,333.19,40.14
2024-04-20,Building A,Solar,345.34,34.68
2024-04-20,Building B,Solar,179.07,15.36
2024-04-20,Building C,Solar,433.15,43.08
2024-04-20,Building D,Grid,327.11,32.47
2024-04-21,Building A,Wind,56.39,4.95
2024-04-21,Building B,Grid,459.56,60.54
2024-04-21,Building C,Diesel,216.4,19.97
2024-04-21,Building D,Grid,268.21,36.46
2024-04-21,Building A,Solar,204.28,17.55
2024-04-21,Building B,Grid,317.99,43.73
2024-04-21,Building C,Diesel,388.74,42.34
2024-04-21,Building D,Diesel,157.08,17.41
2024-04-21,Building A,Grid,144.89,19.04
2024-04-21,Building B,Wind,74.45,7.33
2024-04-21,Building C,Solar,73.64,8.28
2024-04-21,Building D,Diesel,185.62,24.54
2024-04-21,Building A,Grid,220.91,28.58
2024-04-21,Building B,Diesel,168.18,19.7
2024-04-21,Building C,Diesel,55.34,8.02
2024-04-21,Building D,Diesel,221.9,22.66
2024-04-22,Building A,Solar,93.81,10.99
2024-04-22,Building B,Wind,480.28,52.94
2024-04-22,Building C,Wind,200.74,19.81
2024-04-22,Building D,Solar,164.9,19.94
2024-04-22,Building A,Diesel,397.92,52.7
2024-04-22,Building B,Grid,283.98,36.19
2024-04-22,Building C,Grid,190.97,15.42
2024-04-22,Building D,Solar,424.26,34.3
2024-04-22,Building A,Solar,286.37,36.65
2024-04-22,Building B,Wind,148.74,14.85
2024-04-22,Building C,Grid,65.32,8.06
2024-04-22,Building D,Solar,472.33,59.5
2024-04-22,Building A,Grid,477.72,59.56
2024-04-22,Building B,Solar,88.87,10.87
2024-04-22,Building C,Diesel,345.38,49.39
2024-04-22,Building D,Grid,453.2,58.32
2024-04-23,Building A,Wind,182.56,23.05
2024-04-23,Building B,Solar,337.45,48.79
2024-04-23,Building C,Wind,396.21,50.9
2024-04-23,Building D,Wind,165.8,22.33
2024-04-23,Building A,Wind,399.7,42.69
2024-04-23,Building B,Wind,498.18,48.86
2024-04-23,Building C,Wind,130.07,11.04
2024-04-23,Building D,Grid,324.64,30.03
2024-04-23,Building A,Diesel,98.79,11.64
2024-04-23,Building B,Diesel,148.27,18.54
2024-04-23,Building C,Diesel,371.93,32.44
2024-04-23,Building D,Solar,81.69,10.7
2024-04-23,Building A,Diesel,58.44,6.71
2024-04-23,Building B,Solar,469.8,59.44
2024-04-23,Building C,Wind,118.22,12.19
2024-04-23,Building D,Diesel,308.59,35.82
2024-04-24,Building A,Diesel,265.16,28.71
2024-04-24,Building B,Solar,293.06,23.51
2024-04-24,Building C,Diesel,104.54,12.28
2024-04-24,Building D,Wind,200.05,20.24
2024-04-24,Building A,Solar,334.52,49.21
2024-04-24,Building B,Solar,214.41,29.96
2024-04-24,Building C,Wind,86.21,9.67
2024-04-24,Building D,Wind,341.51,31.54
2024-04-24,Building A,Solar,485.38,61.28
2024-04-24,Building B,Wind,363.15,51.84
2024-04-24,Building C,Wind,268.93,38.18
2024-04-24,Building D,Diesel,380.9,34.2
2024-04-24,Building A,Grid,61.41,9.2
2024-04-24,Building B,Grid,270.15,22.8
2024-04-24,Building C,Wind,274.86,40.55
2024-04-24,Building D,Diesel,484.96,39.35
2024-04-25,Building A,Wind,75.22,10.17
2024-04-25,Building B,Solar,232.48,22.04
2024-04-25,Building C,Diesel,473.04,66.66
2024-04-25,Building D,Grid,383.47,36.93
2024-04-25,Building A,Solar,66.59,5.99
2024-04-25,Building B,Solar,262.05,37.8
2024-04-25,Building C,Solar,159.21,19.97
2024-04-25,Building D,Solar,127.51,10.65
2024-04-25,Building A,Wind,419.33,36.4
2024-04-25,Building B,Grid,425.91,35.98
2024-04-25,Building C,Solar,101.38,12.33
2024-04-25,Building D,Grid,78.4,7.38
2024-04-25,Building A,Wind,415.18,61.76
2024-04-25,Building B,Diesel,195.91,29.06
2024-04-25,Building C,Grid,194.72,28.73
2024-04-25,Building D,Grid,393.9,47.87
2024-04-26,Building A,Wind,78.45,7.78
2024-04-26,Building B,Diesel,125.62,13.3
2024-04-26,Building C,Grid,247.4,35.82
2024-04-26,Building D,Solar,110.02,14.89
2024-04-26,Building A,Diesel,399.95,32.43
2024-04-26,Building B,Diesel,86.33,6.95
2024-04-26,Building C,Solar,368.03,44.74
2024-04-26,Building D,Wind,237.3,32.4
2024-04-26,Building A,Diesel,361.56,34.14
2024-04-26,Building B,Wind,285.39,31.06
2024-04-26,Building C,Grid,324.74,26.83
2024-04-26,Building D,Grid,372.74,45.79
2024-04-26,Building A,Solar,332.24,44.78
2024-04-26,Building B,Wind,238.45,28.39
2024-04-26,Building C,Grid,102.88,12.05
2024-04-26,Building D,Solar,328.51,46.12
2024-04-27,Building A,Grid,258.9,32.07
2024-04-27,Building B,Grid,174.39,16.32
2024-04-27,Building C,Grid,358.36,52.97
2024-04-27,Building D,Diesel,273.88,24.97
2024-04-27,Building A,Solar,74.31,7.84
2024-04-27,Building B,Grid,245.6,25.4
2024-04-27,Building C,Diesel,69.49,9.16
2024-04-27,Building D,Grid,121.12,9.94
2024-04-27,Building A,Solar,81.89,7.9
2024-04-27,Building B,Diesel,316.72,32.56
2024-04-27,Building C,Grid,386.19,55.18
2024-04-27,Building D,Grid,400.54,41.19
2024-04-27,Building A,Solar,156.7,17.06
2024-04-27,Building B,Grid,218.99,20.9
2024-04-27,Building C,Diesel,313.29,26.25
2024-04-27,Building D,Diesel,115.22,16.7
2024-04-28,Building A,Diesel,130.13,13.81
2024-04-28,Building B,Diesel,373.92,46.46
2024-04-28,Building C,Wind,140.99,12.53
2024-04-28,Building D,Solar,176.27,15.47
2024-04-28,Building A,Diesel,256.36,23.58
2024-04-28,Building B,Wind,148.93,14.99
2024-04-28,Building C,Grid,405.3,50.52
2024-04-28,Building D,Grid,310.15,36.81
2024-04-28,Building A,Grid,88.91,12.45
2024-04-28,Building B,Diesel,437.99,41.68
2024-04-28,Building C,Diesel,426.65,42.47
2024-04-28,Building D,Diesel,381.28,37.09
2024-04-28,Building A,Wind,245.41,23.45
2024-04-28,Building B,Grid,461.19,65.89
2024-04-28,Building C,Diesel,491.08,40.66
2024-04-28,Building D,Diesel,380.06,43.82
2024-04-29,Building A,Diesel,289.0,32.82
2024-04-29,Building B,Solar,253.6,24.56
2024-04-29,Building C,Solar,361.92,39.26
2024-04-29,Building D,Grid,109.72,11.05
2024-04-29,Building A,Solar,57.17,7.25
2024-04-29,Building B,Grid,366.49,51.33
2024-04-29,Building C,Solar,489.39,55.04
2024-04-29,Building D,Grid,443.39,48.05
2024-04-29,Building A,Wind,332.06,42.93
2024-04-29,Building B,Solar,437.17,37.14
2024-04-29,Building C,Wind,288.91,29.11
2024-04-29,Building D,Wind,364.12,44.74
2024-04-29,Building A,Grid,404.46,34.65
2024-04-29,Building B,Wind,381.09,31.95
2024-04-29,Building C,Wind,449.59,39.46
2024-04-29,Building D,Wind,259.41,21.5
2024-04-30,Building A,Wind,128.87,15.35
2024-04-30,Building B,Solar,302.34,40.56
2024-04-30,Building C,Grid,491.56,47.54
2024-04-30,Building D,Solar,342.07,45.02
2024-04-30,Building A,Grid,388.93,51.83
2024-04-30,Building B,Wind,208.72,20.6
2024-04-30,Building C,Diesel,174.72,14.75
2024-04-30,Building D,Wind,253.58,29.19
2024-04-30,Building A,Solar,261.57,30.66
2024-04-30,Building B,Wind,253.39,26.8
2024-04-30,Building C,Solar,134.76,19.12
2024-04-30,Building D,Solar,86.08,12.3
2024-04-30,Building A,Wind,481.22,41.09
2024-04-30,Building B,Grid,174.17,22.43
2024-04-30,Building C,Diesel,117.72,11.1
2024-04-30,Building D,Solar,181.93,26.9
2024-05-01,Building A,Grid,263.26,28.8
2024-05-01,Building B,Solar,181.18,15.29
2024-05-01,Building C,Grid,425.73,49.54
2024-05-01,Building D,Wind,235.26,24.47
2024-05-01,Building A,Wind,268.77,34.03
2024-05-01,Building B,Diesel,256.1,30.66
2024-05-01,Building C,Wind,127.28,12.5
2024-05-01,Building D,Diesel,217.36,21.77
2024-05-01,Building A,Solar,116.75,11.66
2024-05-01,Building B,Grid,328.38,29.97
2024-05-01,Building C,Wind,132.03,12.18
2024-05-01,Building D,Grid,122.56,10.81
2024-05-01,Building A,Wind,308.54,34.21
2024-05-01,Building B,Wind,133.02,15.88
2024-05-01,Building C,Solar,349.5,51.89
2024-05-01,Building D,Grid,217.81,25.66
2024-05-02,Building A,Grid,290.14,25.68
2024-05-02,Building B,Solar,232.05,26.68
2024-05-02,Building C,Grid,476.51,69.07
2024-05-02,Building D,Grid,51.93,6.84
2024-05-02,Building A,Wind,341.26,34.36
2024-05-02,Building B,Wind,486.32,64.58
2024-05-02,Building C,Grid,409.81,53.68
2024-05-02,Building D,Diesel,202.41,17.78
2024-05-02,Building A,Diesel,455.08,40.85
2024-05-02,Building B,Solar,188.64,20.39
2024-05-02,Building C,Grid,250.69,21.68
2024-05-02,Building D,Solar,323.67,30.32
2024-05-02,Building A,Grid,401.58,53.69
2024-05-02,Building B,Grid,60.15,7.08
2024-05-02,Building C,Diesel,354.68,52.15
2024-05-02,Building D,Diesel,137.5,14.06
2024-05-03,Building A,Solar,458.8,48.3
2024-05-03,Building B,Grid,372.18,40.92
2024-05-03,Building C,Diesel,217.77,21.76
2024-05-03,Building D,Wind,188.64,20.97
2024-05-03,Building A,Solar,147.06,20.9
2024-05-03,Building B,Diesel,411.66,41.25
2024-05-03,Building C,Diesel,377.87,41.19
2024-05-03,Building D,Solar,114.64,11.6
2024-05-03,Building A,Wind,79.75,11.74
2024-05-03,Building B,Diesel,89.8,9.76
2024-05-03,Building C,Wind,236.53,28.13
2024-05-03,Building D,Grid,139.67,19.31
2024-05-03,Building A,Wind,299.24,24.82
2024-05-03,Building B,Wind,425.56,43.1
2024-05-03,Building C,Diesel,151.03,20.45
2024-05-03,Building D,Grid,168.2,24.71
2024-05-04,Building A,Diesel,105.88,13.41
2024-05-04,Building B,Wind,237.72,27.2
2024-05-04,Building C,Grid,62.8,8.39
2024-05-04,Building D,Diesel,497.45,42.12
2024-05-04,Building A,Wind,311.48,37.25
2024-05-04,Building B,Wind,332.6,37.69
2024-05-04,Building C,Solar,217.94,28.62
2024-05-04,Building D,Solar,430.38,39.34
2024-05-04,Building A,Solar,115.76,13.0
2024-05-04,Building B,Grid,210.82,17.65
2024-05-04,Building C,Wind,238.78,34.35
2024-05-04,Building D,Wind,71.92,7.22
2024-05-04,Building A,Solar,281.24,37.59
2024-05-04,Building B,Grid,394.11,48.05
2024-05-04,Building C,Grid,294.67,41.57
2024-05-04,Building D,Wind,172.16,22.18
2024-05-05,Building A,Wind,93.13,11.23
2024-05-05,Building B,Grid,55.8,6.49
2024-05-05,Building C,Wind,400.46,43.59
2024-05-05,Building D,Grid,96.09,8.73
2024-05-05,Building A,Grid,424.21,57.55
2024-05-05,Building B,Solar,237.81,34.27
2024-05-05,Building C,Solar,418.48,60.53
2024-05-05,Building D,Diesel,206.69,26.53
2024-05-05,Building A,Grid,417.67,59.43
2024-05-05,Building B,Wind,127.49,12.92
2024-05-05,Building C,Solar,150.06,21.0
2024-05-05,Building D,Grid,359.62,36.51
2024-05-05,Building A,Grid,108.6,9.29
2024-05-05,Building B,Solar,84.98,11.41
2024-05-05,Building C,Diesel,69.13,6.05
2024-05-05,Building D,Solar,261.09,37.49
2024-05-06,Building A,Solar,79.81,10.11
2024-05-06,Building B,Solar,402.07,58.06
2024-05-06,Building C,Grid,314.42,29.56
2024-05-06,Building D,Wind,63.17,5.7
2024-05-06,Building A,Wind,476.96,49.77
2024-05-06,Building B,Grid,434.81,58.55
2024-05-06,Building C,Grid,277.21,23.5
2024-05-06,Building D,Solar,287.98,37.47
2024-05-06,Building A,Wind,127.3,16.9
2024-05-06,Building B,Solar,488.11,42.42
2024-05-06,Building C,Grid,464.21,64.8
2024-05-06,Building D,Diesel,214.91,26.06
2024-05-06,Building A,Diesel,353.09,30.9
2024-05-06,Building B,Wind,491.59,53.92
2024-05-06,Building C,Grid,233.41,31.11
2024-05-06,Building D,Wind,105.63,9.27
2024-05-07,Building A,Grid,273.12,28.76
2024-05-07,Building B,Wind,300.71,24.91
2024-05-07,Building C,Wind,272.17,29.1
2024-05-07,Building D,Diesel,320.18,32.61
2024-05-07,Building A,Diesel,151.64,16.45
2024-05-07,Building B,Diesel,134.95,11.45
2024-05-07,Building C,Diesel,472.59,49.96
2024-05-07,Building D,Solar,499.43,57.14
2024-05-07,Building A,Solar,228.37,26.62
2024-05-07,Building B,Solar,103.65,11.16
2024-05-07,Building C,Solar,383.64,54.66
2024-05-07,Building D,Grid,79.12,11.73
2024-05-07,Building A,Wind,140.12,19.49
2024-05-07,Building B,Diesel,105.24,14.59
2024-05-07,Building C,Diesel,175.33,22.78
2024-05-07,Building D,Wind,390.34,53.11
2024-05-08,Building A,Diesel,210.24,26.63
2024-05-08,Building B,Diesel,494.39,57.25
2024-05-08,Building C,Grid,395.6,34.64
2024-05-08,Building D,Wind,270.2,25.98
2024-05-08,Building A,Grid,63.38,8.34
2024-05-08,Building B,Solar,274.16,22.45
2024-05-08,Building C,Grid,222.18,28.34
2024-05-08,Building D,Grid,186.24,23.02
2024-05-08,Building A,Solar,347.49,40.45
2024-05-08,Building B,Diesel,406.73,38.29
2024-05-08,Building C,Diesel,270.61,26.61
2024-05-08,Building D,Wind,414.27,48.82
2024-05-08,Building A,Solar,478.66,39.35
2024-05-08,Building B,Diesel,446.06,39.4
2024-05-08,Building C,Diesel,191.55,20.37
2024-05-08,Building D,Diesel,66.19,6.11
2024-05-09,Building A,Wind,448.12,41.0
2024-05-09,Building B,Diesel,110.52,14.38
2024-05-09,Building C,Diesel,393.81,47.19
2024-05-09,Building D,Diesel,347.04,44.41
2024-05-09,Building A,Diesel,264.16,36.93
2024-05-09,Building B,Solar,226.12,25.92
2024-05-09,Building C,Diesel,327.62,34.3
2024-05-09,Building D,Wind,194.22,15.92
2024-05-09,Building A,Solar,107.69,11.38
2024-05-09,Building B,Solar,394.34,48.8
2024-05-09,Building C,Diesel,93.81,9.77
2024-05-09,Building D,Wind,235.37,19.76
2024-05-09,Building A,Grid,161.43,20.24
2024-05-09,Building B,Solar,459.68,38.88
2024-05-09,Building C,Wind,101.51,9.33
2024-05-09,Building D,Wind,66.82,8.42
2024-05-10,Building A,Diesel,305.62,43.73
2024-05-10,Building B,Wind,59.18,6.68
2024-05-10,Building C,Solar,493.59,52.54
2024-05-10,Building D,Diesel,195.09,16.94
2024-05-10,Building A,Diesel,95.03,12.09
2024-05-10,Building B,Wind,273.53,37.42
2024-05-10,Building C,Wind,124.98,12.62
2024-05-10,Building D,Diesel,140.79,17.53
2024-05-10,Building A,Solar,428.17,50.31
2024-05-10,Building B,Wind,169.32,17.07
2024-05-10,Building C,Diesel,412.07,50.98
2024-05-10,Building D,Solar,372.97,44.93
2024-05-10,Building A,Wind,173.01,20.7
2024-05-10,Building B,Diesel,242.2,25.26
2024-05-10,Building C,Solar,343.19,34.71
2024-05-10,Building D,Wind,244.81,28.84
2024-05-11,Building A,Grid,236.44,23.07
2024-05-11,Building B,Diesel,352.2,41.68
2024-05-11,Building C,Solar,332.53,38.62
2024-05-11,Building D,Grid,309.58,29.38
2024-05-11,Building A,Diesel,170.57,21.26
2024-05-11,Building B,Diesel,470.59,61.58
2024-05-11,Building C,Solar,285.02,30.07
2024-05-11,Building D,Grid,158.17,20.92
2024-05-11,Building A,Wind,429.85,46.73
2024-05-11,Building B,Solar,335.27,46.68
2024-05-11,Building C,Wind,420.67,52.68
2024-05-11,Building D,Wind,359.08,34.66
2024-05-11,Building A,Grid,101.1,9.45
2024-05-11,Building B,Grid,408.67,41.58
2024-05-11,Building C,Diesel,301.92,33.37
2024-05-11,Building D,Solar,140.9,13.96
2024-05-12,Building A,Solar,166.28,22.66
2024-05-12,Building B,Grid,339.93,28.2
2024-05-12,Building C,Diesel,402.01,33.72
2024-05-12,Building D,Solar,191.26,19.29
2024-05-12,Building A,Solar,455.26,49.39
2024-05-12,Building B,Wind,352.25,50.02
2024-05-12,Building C,Diesel,474.42,62.0
2024-05-12,Building D,Grid,156.22,18.74
2024-05-12,Building A,Solar,284.88,39.32
2024-05-12,Building B,Wind,273.4,23.6
2024-05-12,Building C,Solar,397.94,40.57
2024-05-12,Building D,Diesel,412.63,54.5
2024-05-12,Building A,Diesel,148.1,12.96
2024-05-12,Building B,Grid,486.47,53.88
2024-05-12,Building C,Wind,438.3,36.78
2024-05-12,Building D,Wind,364.83,32.07
2024-05-13,Building A,Diesel,263.68,25.64
2024-05-13,Building B,Wind,445.75,64.9
2024-05-13,Building C,Wind,263.85,27.9
2024-05-13,Building D,Wind,59.48,8.78
2024-05-13,Building A,Solar,428.66,54.16
2024-05-13,Building B,Solar,360.81,48.79
2024-05-13,Building C,Grid,163.84,17.52
2024-05-13,Building D,Wind,456.42,58.41
2024-05-13,Building A,Grid,435.94,46.73
2024-05-13,Building B,Diesel,467.38,67.42
2024-05-13,Building C,Wind,90.61,12.47
2024-05-13,Building D,Grid,183.84,25.77
2024-05-13,Building A,Grid,462.15,57.4
2024-05-13,Building B,Diesel,405.19,40.19
2024-05-13,Building C,Solar,420.44,61.31
2024-05-13,Building D,Diesel,381.62,55.28
2024-05-14,Building A,Wind,372.82,52.71
2024-05-14,Building B,Solar,420.98,54.26
2024-05-14,Building C,Solar,208.34,25.45
2024-05-14,Building D,Wind,253.97,20.8
2024-05-14,Building A,Solar,338.62,31.44
2024-05-14,Building B,Diesel,405.96,36.34
2024-05-14,Building C,Diesel,140.03,14.2
2024-05-14,Building D,Solar,99.87,9.73
2024-05-14,Building A,Grid,431.13,55.19
2024-05-14,Building B,Wind,253.17,35.73
2024-05-14,Building C,Grid,167.31,21.44
2024-05-14,Building D,Wind,409.79,38.48
2024-05-14,Building A,Diesel,215.42,23.17
2024-05-14,Building B,Diesel,475.14,67.42
2024-05-14,Building C,Grid,59.33,4.84
2024-05-14,Building D,Grid,458.08,67.88
2024-05-15,Building A,Grid,167.8,23.43
2024-05-15,Building B,Solar,230.47,25.36
